Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000162947,1,2,0,0,1,1,0,0
ENSG00000162949,4,3,969,847,3,2,1106,648
ENSG00000162951,0,0,0,0,0,0,0,1
ENSG00000162959,10,32,84,70,8,24,115,66
ENSG00000162961,205,664,2066,1939,277,653,2621,1747
ENSG00000162971,134,423,521,565,174,361,712,465
ENSG00000162972,72,313,317,365,120,266,414,330
ENSG00000162975,3,12,0,2,3,11,14,6
ENSG00000162976,26,98,641,331,17,58,713,300
ENSG00000162980,145,389,1019,950,132,428,1031,924
ENSG00000162981,141,119,88,65,40,326,106,50
ENSG00000162989,0,0,291,170,0,0,457,134
ENSG00000162992,0,0,0,0,0,0,1,2
ENSG00000162994,41,162,533,565,48,116,603,526
ENSG00000162997,0,0,0,0,0,0,0,0
ENSG00000162998,0,6,1,1,1,0,4,1
ENSG00000162999,18,62,169,206,26,55,187,158
ENSG00000163001,510,1234,2365,4335,455,1598,2987,3988
ENSG00000163002,229,764,969,564,309,670,937,485
ENSG00000163006,114,395,826,708,131,355,824,516
ENSG00000163012,0,0,0,0,0,0,0,0
ENSG00000163013,71,164,596,1231,62,208,804,1049
ENSG00000163016,0,0,0,0,0,0,0,0
ENSG00000163017,15,64,4,0,34,53,5,1
ENSG00000163026,211,798,672,526,291,559,792,442
ENSG00000163029,291,929,3568,2697,361,1024,3763,2367
ENSG00000163032,2,16,0,4,2,5,0,0
ENSG00000163040,26,110,56,129,35,78,95,118
ENSG00000163041,64,162,1923,2518,66,163,2444,2646
ENSG00000163046,0,0,0,0,0,0,0,0
ENSG00000163050,5,11,30,31,4,13,34,20
ENSG00000163053,52,588,1075,895,192,163,1168,878
ENSG00000163060,7,19,7,12,7,18,14,14
ENSG00000163064,4,33,3,1,10,12,5,0
ENSG00000163069,419,1123,2028,2359,381,1333,2425,1937
ENSG00000163071,0,2,746,542,0,1,834,509
ENSG00000163072,16,56,1022,1611,16,52,1026,1322
ENSG00000163075,1,7,90,169,3,5,120,167
ENSG00000163081,0,1,0,0,0,0,0,0
ENSG00000163082,30,60,62,102,26,74,94,84
ENSG00000163083,268,641,194,88,237,847,268,76
ENSG00000163092,5,6,2,0,1,7,0,0
ENSG00000163093,7,51,168,112,21,9,215,109
ENSG00000163098,0,0,0,0,0,0,0,0
ENSG00000163104,603,1568,2722,3012,637,1617,2598,2476
ENSG00000163106,0,0,10,79,0,1,7,62
ENSG00000163110,294,966,3155,7691,393,799,3123,6891
ENSG00000163114,0,0,0,0,0,0,0,0
ENSG00000163116,1,5,15,20,3,5,13,9
ENSG00000163121,5,12,25,5,7,7,17,11
ENSG00000163125,645,2183,4632,4452,763,2081,5034,3899
ENSG00000163126,4,2,16,14,3,3,17,20
ENSG00000163131,23,78,12,13,33,70,13,5
ENSG00000163132,54,226,327,364,93,177,494,263
ENSG00000163138,71,286,775,878,96,180,779,802
ENSG00000163141,11,61,79,172,17,39,92,176
ENSG00000163145,1,0,0,0,0,2,2,0
ENSG00000163154,1,4,1,3,2,0,5,0
ENSG00000163155,93,300,399,432,94,208,543,401
ENSG00000163156,143,504,1028,1217,188,394,1227,1106
ENSG00000163157,4,9,58,66,4,8,80,48
ENSG00000163159,247,1112,3007,2914,435,747,4186,2719
ENSG00000163161,586,2019,2181,2470,756,1770,2549,2219
ENSG00000163162,527,1023,1093,987,411,1575,1225,826
ENSG00000163166,39,233,3610,4060,73,142,4279,3650
ENSG00000163170,145,513,716,479,239,378,810,659
ENSG00000163171,316,1937,1326,5877,690,1197,1521,5529
ENSG00000163191,6487,22239,10564,17361,7033,18925,13252,15562
ENSG00000163202,0,1,4,0,0,0,0,0
ENSG00000163206,0,0,0,0,1,0,0,0
ENSG00000163207,7,10,21,34,3,10,23,24
ENSG00000163209,0,2,0,0,0,0,5,0
ENSG00000163214,41,225,1119,927,89,119,1244,824
ENSG00000163216,0,0,2,0,0,0,0,0
ENSG00000163217,0,1,1,1,1,0,0,0
ENSG00000163218,0,0,1,0,0,1,3,1
ENSG00000163219,1,5,4,2,1,0,5,2
ENSG00000163220,141,482,9,10,163,426,13,6
ENSG00000163221,0,1,0,0,0,0,0,0
ENSG00000163235,1097,822,220,214,308,3340,245,184
ENSG00000163239,1,3,0,0,0,1,0,0
ENSG00000163249,211,634,389,793,251,700,488,971
ENSG00000163251,9,65,913,1161,27,56,1193,934
ENSG00000163254,0,0,0,0,1,0,0,0
ENSG00000163257,575,1789,4386,4394,608,1610,4401,3969
ENSG00000163263,0,2,8,2,0,5,7,4
ENSG00000163273,1,1,69,130,3,0,113,91
ENSG00000163281,273,710,1918,1619,254,746,2163,1457
ENSG00000163283,0,0,0,0,1,0,0,0
ENSG00000163285,0,5,3,4,2,6,2,1
ENSG00000163286,0,0,0,0,0,0,0,0
ENSG00000163288,0,0,0,0,0,0,0,0
ENSG00000163291,107,502,813,710,217,313,976,561
ENSG00000163293,333,922,384,315,339,993,379,251
ENSG00000163295,0,0,0,0,0,0,0,1
ENSG00000163297,456,1934,231,260,632,1604,254,205
ENSG00000163312,58,207,748,683,67,184,777,601
ENSG00000163319,10,75,190,202,30,40,306,769
ENSG00000163320,1203,2760,4281,6332,1032,3619,4813,5879
ENSG00000163322,48,211,399,348,64,146,418,496
ENSG00000163328,64,131,562,1047,47,186,562,927
ENSG00000163331,0,0,3,8,0,0,5,5
ENSG00000163344,61,221,976,736,103,167,1511,601
ENSG00000163346,89,247,587,840,93,210,806,956
ENSG00000163347,11,123,28,0,33,29,16,2
ENSG00000163348,179,718,1467,2201,250,547,2106,1975
ENSG00000163349,1286,3714,3556,5183,1307,4175,4148,4873
ENSG00000163352,2,4,25,32,1,2,36,0
ENSG00000163354,3,12,369,268,4,5,464,305
ENSG00000163357,2,5,102,96,2,5,98,18
ENSG00000163359,712,1448,8,10,471,2288,7,8
ENSG00000163362,52,398,50,126,119,133,58,98
ENSG00000163364,84,187,0,0,65,259,0,0
ENSG00000163374,554,1452,3043,4110,522,1621,3675,3736
ENSG00000163376,28,110,237,228,44,108,258,178
ENSG00000163377,0,0,80,33,0,1,107,37
ENSG00000163378,105,290,745,658,81,266,861,577
ENSG00000163380,0,4,12,20,1,6,11,0
ENSG00000163382,409,1716,2576,3022,657,1014,4324,2590
ENSG00000163389,186,669,709,875,259,628,805,726
ENSG00000163393,49,179,133,165,83,131,182,186
ENSG00000163394,0,0,1,0,0,0,0,0
ENSG00000163395,2,6,10,22,2,1,7,21
ENSG00000163399,3109,8648,7008,19206,3173,10163,8163,40061
ENSG00000163406,9,26,316,883,15,16,290,628
ENSG00000163412,52,148,331,387,60,155,465,328
ENSG00000163421,0,0,0,0,0,0,0,0
ENSG00000163424,0,0,0,0,0,0,0,0
ENSG00000163428,601,1866,10880,17149,612,1855,10368,14970
ENSG00000163430,1809,5264,95,108,1970,5362,162,92
ENSG00000163431,0,3,2,10,2,3,14,0
ENSG00000163435,62,54,604,914,13,164,986,826
ENSG00000163440,1,3,0,1,0,3,0,0
ENSG00000163444,181,545,2409,2985,204,542,2711,3362
ENSG00000163449,10,24,6,21,10,24,24,27
ENSG00000163453,1,2,0,0,2,7,2,0
ENSG00000163462,27,78,130,272,24,55,183,232
ENSG00000163463,20,88,261,440,27,66,321,421
ENSG00000163464,0,0,0,1,0,0,1,2
ENSG00000163466,1815,4494,6181,8244,1637,5589,7252,7848
ENSG00000163467,26,95,393,164,43,46,587,112
ENSG00000163468,336,1563,19386,16850,547,1030,25003,13650
ENSG00000163472,39,131,512,1035,53,67,742,857
ENSG00000163479,1088,3357,3467,3352,1335,3069,5901,4019
ENSG00000163481,159,610,565,845,224,421,885,689
ENSG00000163482,197,624,1978,3025,228,535,2428,2593
ENSG00000163485,24,164,64,25,52,81,90,24
ENSG00000163491,5,51,66,55,17,48,57,36
ENSG00000163492,1,4,925,1723,1,10,971,1215
ENSG00000163497,0,2,21,71,3,5,41,83
ENSG00000163499,12,32,2,4,19,32,0,4
ENSG00000163501,1,3,3,3,1,9,2,3
ENSG00000163507,842,2690,1297,1192,964,2701,1224,992
ENSG00000163508,3,29,27,36,14,16,61,28
ENSG00000163510,161,581,3517,3323,182,538,4069,2923
ENSG00000163512,268,716,990,857,254,782,959,1353
ENSG00000163513,2430,9191,42,78,3250,6958,85,53
ENSG00000163515,0,0,2,0,0,0,0,0
ENSG00000163516,843,553,2852,11854,203,2293,3570,10389
ENSG00000163517,58,119,501,447,62,178,754,523
ENSG00000163518,0,0,0,0,0,0,0,0
ENSG00000163519,0,0,0,0,0,0,0,0
ENSG00000163520,1,0,39,42,0,0,103,45
ENSG00000163521,22,65,427,327,14,46,477,221
ENSG00000163527,1440,3624,10173,9742,1274,4481,9797,8438
ENSG00000163528,139,726,1978,1359,271,426,2274,1074
ENSG00000163530,0,0,0,3,0,0,0,0
ENSG00000163531,107,301,410,354,103,263,587,279
ENSG00000163534,0,0,0,0,0,0,0,0
ENSG00000163535,1171,2404,1977,1839,931,3266,1618,1620
ENSG00000163536,26,84,248,198,40,100,402,164
ENSG00000163539,346,1122,2026,2067,425,1130,2246,1687
ENSG00000163541,344,1221,2769,2306,407,982,3614,2030
ENSG00000163545,24,115,217,188,46,91,268,221
ENSG00000163554,1,3,0,0,3,5,0,0
ENSG00000163558,916,2346,5037,5198,816,2799,5366,4699
ENSG00000163563,0,0,0,0,0,0,0,0
ENSG00000163564,0,0,0,0,0,0,0,0
ENSG00000163565,654,2773,59,61,955,2041,90,33
ENSG00000163568,37,79,0,2,25,137,0,0
ENSG00000163576,2,15,24,37,2,12,31,27
ENSG00000163577,344,1299,448,472,467,1155,518,336
ENSG00000163581,0,1,0,0,0,2,0,0
ENSG00000163584,125,365,15683,12534,212,447,21186,10178
ENSG00000163586,0,0,0,0,0,0,0,0
ENSG00000163590,97,440,232,336,166,324,281,333
ENSG00000163596,12,57,329,359,23,27,326,312
ENSG00000163597,543,1657,720,495,633,1371,1072,1149
ENSG00000163599,0,0,0,0,0,0,0,0
ENSG00000163600,0,0,0,0,0,0,0,0
ENSG00000163602,860,1782,3697,5519,645,2828,4208,4898
ENSG00000163605,624,1480,4473,6114,468,2021,4263,5136
ENSG00000163606,0,4,6,4,1,6,4,1
ENSG00000163607,386,1006,1086,874,394,1122,1196,708
ENSG00000163608,507,1364,1754,1818,521,1500,1803,1434
ENSG00000163611,38,122,78,151,47,140,83,137
ENSG00000163612,0,2,1,2,0,0,4,1
ENSG00000163617,32,150,325,459,50,100,405,498
ENSG00000163618,2,4,1,2,1,2,1,1
ENSG00000163623,9,32,61,51,12,16,71,49
ENSG00000163624,39,115,1507,1765,51,112,2039,1573
ENSG00000163625,607,1679,1935,2661,593,1906,2161,2347
ENSG00000163626,145,584,1987,3664,233,498,2050,2766
ENSG00000163629,73,355,1760,2252,101,272,2102,1762
ENSG00000163630,0,1,0,0,0,0,0,0
ENSG00000163631,0,1,36,32,1,3,23,24
ENSG00000163632,0,16,11,10,2,5,13,0
ENSG00000163633,0,1,0,0,0,2,0,0
ENSG00000163634,236,711,5489,4246,271,613,6549,3932
ENSG00000163635,336,753,1877,2134,306,933,2133,2029
ENSG00000163636,237,867,3613,4235,333,761,4204,3273
ENSG00000163637,8,25,46,66,6,28,54,156
ENSG00000163638,18,99,19,9,28,51,9,8
ENSG00000163644,69,331,1382,1253,117,250,1721,1101
ENSG00000163645,0,1,1,0,3,2,0,1
ENSG00000163646,0,0,3,0,0,0,0,0
ENSG00000163655,621,2228,5247,5877,765,1892,5719,5114
ENSG00000163659,869,1542,310,892,605,2842,332,690
ENSG00000163660,404,1129,5375,6856,412,1369,5986,6678
ENSG00000163661,635,1394,0,5,556,2735,0,4
ENSG00000163666,2,13,23,13,4,8,30,7
ENSG00000163673,0,0,1,0,0,0,2,3
ENSG00000163681,1086,2874,4209,4701,1042,3317,4478,4026
ENSG00000163682,1076,2999,19787,16233,1239,3091,32138,14300
ENSG00000163683,106,292,2973,2774,97,268,3141,2621
ENSG00000163684,57,192,379,600,61,201,459,458
ENSG00000163686,192,678,864,1136,281,626,1077,974
ENSG00000163687,1,3,21,44,1,4,8,32
ENSG00000163689,254,418,671,836,134,695,664,777
ENSG00000163694,22,165,6192,4968,58,59,7459,4323
ENSG00000163697,392,1201,1119,1308,420,1221,1503,1235
ENSG00000163701,4,15,34,60,4,17,42,37
ENSG00000163702,17,76,204,256,25,46,253,171
ENSG00000163703,12,93,543,616,25,44,776,659
ENSG00000163704,20,97,142,132,46,41,276,184
ENSG00000163705,0,2,0,0,3,1,0,42
ENSG00000163710,156,394,4,80,155,404,10,80
ENSG00000163714,1020,3112,9391,8819,1147,2877,9857,7673
ENSG00000163719,75,279,873,1012,121,193,1142,843
ENSG00000163728,432,1310,3557,3186,511,1136,4039,4539
ENSG00000163734,29,121,0,0,38,47,0,0
ENSG00000163735,13,37,0,0,11,42,0,0
ENSG00000163736,0,0,0,0,0,0,0,0
ENSG00000163737,0,0,0,0,0,0,0,0
ENSG00000163738,192,690,824,409,262,601,896,481
ENSG00000163739,30,105,0,0,38,63,0,0
ENSG00000163743,35,114,1087,933,49,84,1199,856
ENSG00000163746,1,9,0,0,4,3,0,0
ENSG00000163749,0,1,3,35,0,3,1,0
ENSG00000163751,2,3,5,2,1,2,6,3
ENSG00000163754,113,525,1514,1312,219,368,1848,1111
ENSG00000163755,229,669,1699,2301,217,650,2079,2481
ENSG00000163762,1,1,100,85,2,0,105,46
ENSG00000163781,848,2273,4629,5683,819,2728,4751,5094
ENSG00000163785,472,1460,2750,3649,533,1363,2908,3219
ENSG00000163788,870,1094,953,1037,394,2591,1000,1193
ENSG00000163792,0,0,0,3,0,0,1,0
ENSG00000163793,1,1,0,3,0,1,0,7
ENSG00000163794,0,5,37,22,1,4,44,34
ENSG00000163795,63,248,625,962,90,166,835,921
ENSG00000163798,81,397,2360,2319,137,259,2924,2123
ENSG00000163803,5,26,14,19,5,16,26,9
ENSG00000163806,14,29,32,66,7,44,46,65
ENSG00000163807,262,838,1947,2128,304,715,2091,1855
ENSG00000163808,118,425,1021,1195,143,330,979,1008
ENSG00000163810,11,23,11,110,12,30,6,71
ENSG00000163811,584,2472,5525,4915,931,1784,5760,4013
ENSG00000163812,1288,3839,4934,6291,1257,4119,6074,5640
ENSG00000163814,6818,7026,2548,3031,2624,20161,3135,2712
ENSG00000163815,0,2,28,113,0,1,44,134
ENSG00000163817,1,0,52,27,2,6,67,29
ENSG00000163818,44,122,495,414,38,133,455,792
ENSG00000163820,244,1106,4604,6259,452,737,5680,5562
ENSG00000163823,3,43,0,0,11,20,0,0
ENSG00000163825,0,0,0,0,0,0,3,0
ENSG00000163827,2,8,2,3,7,15,3,2
ENSG00000163832,109,518,956,1118,181,309,1585,905
ENSG00000163833,0,6,0,0,0,0,1,0
ENSG00000163840,619,2594,3697,2461,935,1516,3901,2166
ENSG00000163848,737,2062,3593,4309,718,2401,3614,3689
ENSG00000163864,11,59,108,61,20,38,115,74
ENSG00000163866,201,645,1028,1249,281,605,1274,1309
ENSG00000163867,61,182,954,881,64,194,964,749
ENSG00000163870,31,152,664,800,71,91,1112,702
ENSG00000163872,816,1456,2895,5416,495,2523,3176,5324
ENSG00000163873,1,8,3,8,2,1,4,3
ENSG00000163874,177,565,1121,1534,229,364,1746,1525
ENSG00000163875,351,1203,5835,4663,400,1064,6304,4177
ENSG00000163877,27,63,817,859,21,70,1110,1334
ENSG00000163879,7,18,419,260,7,12,538,255
ENSG00000163882,662,1279,1916,2673,474,1791,2807,2245
ENSG00000163884,0,2,704,984,2,0,967,846
ENSG00000163885,1,1,1,0,0,4,1,0
ENSG00000163888,11,45,82,94,14,47,153,180
ENSG00000163898,5,33,190,58,12,18,232,43
ENSG00000163900,294,1022,1379,1651,363,866,1796,1625
ENSG00000163902,945,2569,8855,9989,917,2787,10192,11401
ENSG00000163904,131,626,3656,4426,240,581,4197,3997
ENSG00000163909,3,11,0,0,4,4,0,0
ENSG00000163913,95,348,1249,1586,113,294,1694,1387
ENSG00000163914,0,0,1,0,0,0,0,0
ENSG00000163915,26,57,0,0,17,76,0,0
ENSG00000163918,389,1149,5470,4778,421,1078,5409,4005
ENSG00000163923,188,721,0,2,324,460,2,0
ENSG00000163930,50,174,2062,2501,64,135,2925,2139
ENSG00000163931,877,2528,12319,12745,962,2483,18520,10958
ENSG00000163932,159,382,4138,6967,137,501,5139,6287
ENSG00000163933,288,1132,2004,1570,475,843,2148,1431
ENSG00000163935,104,309,1027,1281,104,299,1158,1106
ENSG00000163938,1031,3808,14651,15856,1368,3234,16894,14282
ENSG00000163939,1078,2932,9454,13840,1033,3690,10052,11821
ENSG00000163945,55,124,1644,2140,44,133,1856,1753
ENSG00000163946,756,2312,2323,3247,831,2476,2433,2939
ENSG00000163947,117,507,70,119,124,284,75,93
ENSG00000163950,384,1089,4403,4138,406,931,4479,3698
ENSG00000163956,49,184,3047,2899,65,145,4691,2556
ENSG00000163958,0,0,1,0,0,0,1,0
ENSG00000163959,13,39,74,125,21,43,124,47
ENSG00000163960,675,2084,2790,3291,736,2237,3020,2972
ENSG00000163961,135,498,1510,1555,166,434,1542,1438
ENSG00000163964,209,606,2390,2352,258,655,2641,2042
ENSG00000163975,162,470,94,111,181,446,130,68
ENSG00000163982,0,0,0,0,0,0,0,0
ENSG00000163993,4,8,408,200,3,10,768,143
ENSG00000163995,6,36,32,20,12,28,29,24
ENSG00000164002,2,11,343,309,2,5,463,411
ENSG00000164007,0,1,0,0,0,0,0,0
ENSG00000164008,19,88,195,216,34,57,259,232
ENSG00000164010,9,42,522,435,17,36,570,515
ENSG00000164011,38,227,540,582,82,92,661,503
ENSG00000164022,206,738,4713,4058,287,586,5159,3695
ENSG00000164023,376,1167,1225,766,419,1147,1347,716
ENSG00000164024,320,832,3336,3958,308,857,3776,3348
ENSG00000164031,184,582,2579,4388,207,591,2656,3991
ENSG00000164032,383,1138,8220,17792,490,1189,9283,16973
ENSG00000164035,0,0,62,33,0,0,66,30
ENSG00000164037,0,1,16,15,1,1,18,12
ENSG00000164038,81,351,911,1214,113,254,1153,996
ENSG00000164039,22,65,282,849,28,60,299,871
ENSG00000164040,372,523,4708,5101,179,1076,4766,4467
ENSG00000164045,152,666,1019,1041,233,510,1155,878
ENSG00000164047,0,0,0,1,0,0,0,0
ENSG00000164048,257,801,1730,3045,334,583,2168,2855
ENSG00000164049,0,0,9,15,0,0,6,0
ENSG00000164050,114,427,1134,1823,174,325,1610,1628
ENSG00000164051,41,188,824,748,61,81,1290,567
ENSG00000164053,87,424,645,778,146,227,827,579
ENSG00000164054,925,3403,5355,5020,1179,2247,8675,4947
ENSG00000164056,497,1461,443,1863,562,1582,578,1555
ENSG00000164061,1,20,279,295,4,5,353,183
ENSG00000164062,326,1531,6593,8632,587,859,8587,6920
ENSG00000164066,84,325,1376,918,143,239,1432,742
ENSG00000164068,157,493,586,769,207,380,705,1355
ENSG00000164070,601,2927,3731,2893,1064,1967,3741,2707
ENSG00000164073,62,178,460,426,81,224,460,396
ENSG00000164074,106,312,752,649,108,346,878,629
ENSG00000164076,4,7,21,69,6,23,26,81
ENSG00000164077,68,395,408,369,132,160,615,307
ENSG00000164078,186,384,17,8,145,327,25,8
ENSG00000164080,67,275,947,1418,103,176,1273,1301
ENSG00000164081,153,490,2117,2537,164,400,3390,1924
ENSG00000164082,0,3,13,29,0,1,22,27
ENSG00000164086,310,800,1027,1224,303,938,1518,1171
ENSG00000164087,169,587,703,836,240,434,870,817
ENSG00000164088,53,141,492,414,49,112,909,356
ENSG00000164089,7,40,113,38,12,7,174,19
ENSG00000164091,222,839,5671,6329,299,745,6899,5423
ENSG00000164093,2,2,2,5,1,1,3,0
ENSG00000164096,599,430,9379,30958,161,1761,10368,31997
ENSG00000164099,19,51,2,9,20,53,3,11
ENSG00000164100,0,6,0,0,4,4,0,0
ENSG00000164104,1031,3545,8293,7288,1255,3278,8244,6715
ENSG00000164105,176,219,575,2100,96,555,646,1775
ENSG00000164106,4,2,4,5,1,18,14,7
ENSG00000164107,0,0,0,0,0,0,0,0
ENSG00000164109,800,2083,4208,4280,755,2484,3692,3541
ENSG00000164111,12523,26457,23165,27687,9425,41895,26879,23513
ENSG00000164112,0,0,0,0,0,0,0,0
ENSG00000164113,0,0,0,0,0,0,0,0
ENSG00000164114,276,987,2594,4388,406,823,2562,4026
ENSG00000164116,45,453,12479,14962,182,198,12399,11706
ENSG00000164117,93,287,507,543,91,302,601,437
ENSG00000164118,156,368,1163,1065,136,363,1042,867
ENSG00000164120,28,286,345,841,84,139,469,695
ENSG00000164122,0,1,12,4,0,3,24,2
ENSG00000164123,0,1,1,0,0,0,2,0
ENSG00000164124,219,357,2352,1814,134,572,2470,1452
ENSG00000164125,1,30,7026,4635,9,3,6874,4618
ENSG00000164128,19,87,98,86,30,50,57,56
ENSG00000164129,0,0,0,0,0,0,0,0
ENSG00000164134,804,2921,5984,5263,1042,2404,5992,4604
ENSG00000164136,52,113,28,11,56,142,37,8
ENSG00000164142,607,1354,1490,2251,493,1966,1852,2057
ENSG00000164144,157,369,1763,2247,162,436,1954,1759
ENSG00000164151,942,2681,2471,3770,980,3133,2338,2970
ENSG00000164161,74,92,1,0,31,233,0,1
ENSG00000164162,69,198,226,166,74,165,257,145
ENSG00000164163,2382,7756,10797,8549,2784,7791,11041,7123
ENSG00000164164,958,2676,2633,3295,834,2994,2733,2803
ENSG00000164167,181,635,924,926,250,463,1158,702
ENSG00000164168,366,1139,2578,3616,410,952,2737,3074
ENSG00000164169,56,213,1094,1137,77,178,1131,1004
ENSG00000164171,7669,10976,755,300,4156,25947,846,277
ENSG00000164172,436,1471,4302,3031,538,1369,5013,2440
ENSG00000164175,0,2,58,62,0,0,42,37
ENSG00000164176,11,38,0,0,25,49,0,0
ENSG00000164180,339,966,2447,2561,371,1082,2806,2274
ENSG00000164181,14,59,4462,6430,17,43,4375,4796
ENSG00000164182,122,541,4068,2987,178,393,4229,2322
ENSG00000164185,0,1,0,0,1,3,1,3
ENSG00000164187,262,650,2580,3564,212,785,2778,3173
ENSG00000164188,0,4,256,2774,0,3,257,2445
ENSG00000164190,1554,4300,4363,6011,1544,5048,4353,5274
ENSG00000164197,42,131,144,172,51,144,151,202
ENSG00000164199,320,905,766,720,312,1057,805,661
ENSG00000164209,622,1579,2419,2759,545,1782,2490,2274
ENSG00000164211,556,820,811,2463,281,1449,757,2198
ENSG00000164219,90,286,1985,2073,88,332,2155,1942
ENSG00000164220,2,18,2,0,6,6,0,0
ENSG00000164221,60,248,2836,2298,82,157,2905,2074
ENSG00000164236,270,619,16,5,227,764,14,9
ENSG00000164237,93,417,4733,3097,159,291,4788,2650
ENSG00000164241,25,132,524,380,47,60,600,283
ENSG00000164244,436,1618,7258,7047,547,1187,8782,6229
ENSG00000164251,344,1262,1284,1338,454,1064,1573,1208
ENSG00000164252,13,68,1712,1544,22,55,1958,1467
ENSG00000164253,262,672,1894,2388,231,691,2244,2011
ENSG00000164256,1,12,2,0,4,9,0,1
ENSG00000164258,91,239,1550,1640,96,227,2201,1513
ENSG00000164265,1,3,0,6,1,3,0,0
ENSG00000164266,2,2,18,11,0,4,7,11
ENSG00000164270,1,7,1,4,4,4,3,1
ENSG00000164283,42,54,1,0,11,138,0,0
ENSG00000164284,656,1978,2959,3487,682,1918,3096,3153
ENSG00000164287,0,2,3,0,2,2,4,0
ENSG00000164291,252,686,426,673,200,756,462,544
ENSG00000164292,502,1394,641,1484,523,1546,635,1414
ENSG00000164294,480,1606,1120,780,585,1300,1317,721
ENSG00000164296,24,93,1086,1000,42,47,1443,956
ENSG00000164299,0,0,0,1,0,0,0,0
ENSG00000164300,235,766,7955,6843,275,647,9430,6324
ENSG00000164303,0,0,0,0,1,1,0,1
ENSG00000164304,2,13,5,5,2,4,5,5
ENSG00000164305,70,201,1852,1845,71,162,1976,1695
ENSG00000164306,20,82,932,597,38,116,882,641
ENSG00000164307,665,1878,803,633,660,1885,932,646
ENSG00000164308,171,792,161,95,234,493,189,67
ENSG00000164309,1,10,77,88,3,5,76,71
ENSG00000164318,14,34,2,3,14,30,4,0
ENSG00000164323,330,1273,7723,10262,472,936,7175,8372
ENSG00000164325,0,0,0,0,0,0,0,0
ENSG00000164326,0,0,63,18,0,0,72,31
ENSG00000164327,1366,3063,1040,1570,1063,4697,1105,1351
ENSG00000164329,204,615,1648,2082,213,546,1624,1936
ENSG00000164330,18,33,0,1,12,29,1,0
ENSG00000164331,66,220,1035,1331,85,185,1158,1885
ENSG00000164332,241,681,2569,2650,242,584,2951,2321
ENSG00000164334,0,1,1,0,0,0,0,0
ENSG00000164338,191,996,1927,2072,373,602,2034,1714
ENSG00000164342,23,111,268,284,35,46,347,197
ENSG00000164344,0,0,2,2,0,0,3,0
ENSG00000164346,119,392,9765,7359,131,307,11113,6675
ENSG00000164347,608,2061,5457,3663,746,1854,4846,3336
ENSG00000164362,3,3,75,48,3,3,90,41
ENSG00000164363,0,0,1,0,0,0,0,1
ENSG00000164366,254,781,1122,1207,237,672,1452,994
ENSG00000164379,17,116,2,1,33,54,5,3
ENSG00000164385,0,11,3,5,5,7,6,6
ENSG00000164393,0,0,0,0,0,0,0,0
ENSG00000164398,0,2,23,18,1,1,26,17
ENSG00000164399,0,0,0,0,0,0,0,0
ENSG00000164400,51,190,0,0,60,131,0,0
ENSG00000164402,163,626,2689,2511,234,482,3162,2318
ENSG00000164403,28,205,572,674,84,75,1014,511
ENSG00000164404,14,29,374,201,16,19,415,205
ENSG00000164405,358,1152,3232,3522,477,1085,5454,3092
ENSG00000164406,11,36,38,88,15,19,66,72
ENSG00000164411,1,2,0,2,0,2,1,0
ENSG00000164414,74,198,141,108,78,240,152,110
ENSG00000164418,14,58,92,94,13,55,100,69
ENSG00000164430,197,641,2,5,251,630,7,0
ENSG00000164434,1,1,0,2,0,0,1,4
ENSG00000164438,0,0,0,0,0,0,0,0
ENSG00000164440,11,63,11,12,27,37,15,8
ENSG00000164442,392,452,5562,20903,181,1187,8168,19673
ENSG00000164451,0,1,0,0,1,1,0,0
ENSG00000164458,3,16,2,0,6,12,1,1
ENSG00000164463,129,326,551,885,112,375,594,763
ENSG00000164465,251,854,758,849,317,790,825,778
ENSG00000164466,475,1199,4697,5250,453,1402,5186,4590
ENSG00000164483,0,2,0,0,1,4,1,0
ENSG00000164484,22,67,0,0,25,56,0,0
ENSG00000164485,0,0,0,0,0,0,0,0
ENSG00000164488,8,18,0,0,8,28,0,0
ENSG00000164494,158,503,643,599,172,421,810,540
ENSG00000164500,0,0,0,0,0,0,0,0
ENSG00000164506,163,532,1108,1401,193,618,1186,1243
ENSG00000164508,0,0,0,0,0,0,0,0
ENSG00000164509,87,326,4,6,96,296,4,0
ENSG00000164512,1,2,0,0,1,1,1,0
ENSG00000164520,6,23,31,33,13,12,38,23
ENSG00000164530,2,0,0,1,2,2,0,2
ENSG00000164532,11,39,5,2,17,61,6,4
ENSG00000164535,125,357,420,500,124,294,558,456
ENSG00000164542,73,283,594,587,109,248,666,550
ENSG00000164543,697,1682,740,894,669,2370,969,590
ENSG00000164548,168,441,7189,5840,130,471,8622,5627
ENSG00000164556,0,0,3,3,0,0,3,1
ENSG00000164574,959,3532,2276,3436,1312,3041,2950,3815
ENSG00000164576,180,490,946,1037,167,573,1125,905
ENSG00000164587,1456,4703,11708,10240,1849,4067,20287,8830
ENSG00000164588,0,0,0,0,0,0,0,0
ENSG00000164591,0,12,1,7,4,4,6,7
